,0
720575940640325429,0.00010538295528872336
720575940622675421,0.015510767622156524
720575940628731140,0.009931091174611138
720575940644751652,0.005223515055084765
720575940607384242,0.0070718078694906854
720575940615378700,0.038238686207512196
720575940615692690,0.47889027220961805
720575940620543025,0.007601195750880952
720575940620582260,0.34204370861100486
720575940622010373,0.0009406248422754012
720575940623019544,0.0530578902755701
720575940624402173,0.004920258263920251
720575940625489160,0.002705737132854403
720575940630135084,0.017007241456230972
720575940630221509,0.27632780208917024
720575940633529548,0.0004105489157909333
720575940635549620,0.0084770549935002
720575940647228468,8.595520723828202e-05
720575940604737708,0.00015304694163384823
720575940609097429,0.0012288933176995778
720575940611108676,0.12042446914097563
720575940611735514,0.046018603299771685
720575940612488341,0.042646527986260764
720575940613408552,0.0038155139941797064
720575940616185531,0.0013787960793339381
720575940616286175,0.005711691564023622
720575940616376287,0.00158495477146852
720575940616400470,0.01939683663229472
720575940616471052,0.0014042935119895495
720575940617904208,0.09786336523498736
720575940618203707,0.03150594965211437
720575940619038493,0.06027325384197641
720575940620156283,0.1374724607753037
720575940620541099,0.06490656736231587
720575940621157645,0.007630802164999636
720575940621519130,0.0005499918997736751
720575940621530117,0.029665498782770878
720575940621628582,0.0004280800287125136
720575940622500172,0.0001004726268761266
720575940622633716,0.005449404007041356
720575940623503318,0.0073439158223118
720575940624407944,0.6814852485436774
720575940624897516,0.025442897007966744
720575940624977847,0.9246809644311796
720575940625502666,0.0015984740663856768
720575940625539984,0.0008313145332621715
720575940625733351,0.027442194973435866
720575940625870640,0.06620118875035706
720575940626328707,0.04141535320093881
720575940626859283,0.5164838240005178
720575940627015196,0.25525490512385657
720575940627750216,0.019150838521265427
720575940627790991,0.15318706604083163
720575940627825923,0.049392056349516184
720575940628125715,0.0005300996008828671
720575940629327659,0.00140377563834944
720575940629805950,0.013719939893146883
720575940630607738,0.0017762528246386513
720575940631122191,0.015528114421970005
720575940632991815,0.018521021935873086
720575940633228103,0.0939009866815805
720575940634458719,0.1340286511058947
720575940634750871,0.021426813006324635
720575940635552948,0.04096073276822629
720575940635640312,0.09770575295299844
720575940635872101,0.029235233067213526
720575940636656632,0.0066445670518276035
720575940637607646,0.011159476597015125
720575940638204132,0.005095108400836934
720575940639152361,0.02193563906029696
720575940639242303,0.009197739776483123
720575940639428174,0.04042515681145697
720575940640978048,3.68716952791485e-05
720575940641278965,0.02942227340384701
720575940644467360,0.000762342971135519
720575940646814340,0.007221873377909451
720575940650929273,0.023231819307894978
720575940604783136,0.5658486601485401
720575940604954289,0.1948136640217522
720575940605162924,0.007746790421202049
720575940605702944,0.010671393435248666
720575940606112940,0.004090096041829611
720575940606425033,0.015129809045262437
720575940608716809,0.000977898499281253
720575940609376707,0.003445945881216614
720575940610472146,0.04082777792866754
720575940610604078,0.004165371457217405
720575940611308181,0.037202425641526884
720575940611772083,0.0013658495762298947
720575940612203482,0.26824841697004864
720575940613019541,0.02498300242956856
720575940613170498,0.9512734366081538
720575940613307033,0.010675592185445323
720575940613339875,0.004865799587255678
720575940613816062,0.17302873255447918
720575940613838289,0.02504901258374135
720575940614363619,0.008864654905396233
720575940614736034,0.0034714816422370502
720575940615251251,0.011726747590369659
720575940615607207,0.007139742593386149
720575940615898730,0.09997386079492608
720575940616026939,0.006480437119774965
720575940617140597,0.0067077732496034085
720575940617399257,0.0011075648227149542
720575940617809181,0.04568856108478472
720575940617952034,0.03081758222736718
720575940618398533,0.059149772551769765
720575940618574749,0.024680660808694615
720575940618663838,0.00459050235455601
720575940619432261,0.015847133372718123
720575940619486891,0.8510198036678778
720575940619582168,0.007198221201867594
720575940619654053,0.8821725489671365
720575940619678366,0.05540510179490918
720575940619945931,0.01132853555435078
720575940620038779,0.0035641872328011155
720575940620153765,0.059034127902207426
720575940620169607,0.002316819136920232
720575940620300308,0.0007314753824858847
720575940620369517,0.1890441127303389
720575940620380449,1.0822148494453959e-05
720575940620714150,0.0007543945349343588
720575940620929483,0.08265003391603448
720575940621313414,0.04053052282153058
720575940621554112,0.012120624071602165
720575940622027222,0.0012645510117739196
720575940622147873,0.0871652896673614
720575940622161366,0.04171119380256674
720575940622579967,0.3898944757589246
720575940622838154,0.25346946333061465
720575940622843530,0.00948230737955509
720575940622878719,0.04016081648685715
720575940623142426,0.02470729456745855
720575940623338281,0.000718927028380384
720575940623582867,0.22779248651600634
720575940624333802,0.0022300816242753355
720575940624651189,0.014136400316041022
720575940624750480,0.7229476832744476
720575940624801771,0.008706786555037344
720575940625006776,0.00733279073235452
720575940625184782,0.002653162902921499
720575940625295339,0.7577489391899785
720575940625306603,0.013194435569069428
720575940625420986,0.022344950253936346
720575940625673196,0.07958997719556797
720575940625815562,0.004450311389324539
720575940625937340,0.15170533640621112
720575940626085562,0.032002306550349455
720575940626672058,0.001686155488362734
720575940626729295,0.013082026229190673
720575940626730883,0.0
720575940626799920,0.1333780955481875
720575940626877639,0.7201513896346302
720575940627044885,0.16762932775643113
720575940627087646,0.0022902441944111706
720575940627167516,0.006044915266338501
720575940627496829,0.8184260409514369
720575940627645514,0.015665700224852728
720575940627652358,0.033590312447278586
720575940627732361,0.013931186567593639
720575940627787609,0.021116663584397267
720575940627921182,0.033676318102987504
720575940628225167,0.00040001154600661376
720575940628252751,0.028102231380102382
720575940628352850,0.0833481473595898
720575940628360723,0.009885160042528422
720575940628669545,0.0017787549337181078
720575940628883535,0.00105620098290203
720575940629012227,0.03400709742179983
720575940629412170,0.01133719255632054
720575940629413962,0.036118618793794605
720575940629428215,0.0023184987022202624
720575940629438508,0.08507686573235462
720575940629490476,0.02370573725276932
720575940629521655,0.04223221461597224
720575940629736720,0.00336554463635854
720575940629777018,0.17150294320437637
720575940629846722,0.07837794133916283
720575940630059087,0.11359403278471314
720575940630346860,0.025056997961197654
720575940630403031,0.0062399265854619955
720575940630610042,0.014919452777221827
720575940630689644,0.004133099629012652
720575940630810486,0.004577003574640515
720575940630992813,0.7929168047585493
720575940631082808,0.009218502555892282
720575940631282194,0.0021247807738601753
720575940631333195,0.006125463617391327
720575940631342073,0.0011373510911414995
720575940631499832,0.9824662418014734
720575940631508598,0.013577126795594292
720575940631520312,0.026955033757789532
720575940631889965,0.10749433862133657
720575940631982952,0.02250448037640428
720575940632043576,0.21437599468598137
720575940632422219,0.24044730319013713
720575940632903737,0.14414060513539373
720575940633095137,0.08647351775383129
720575940633293025,0.0029734873716717584
720575940633996883,0.0029942061220068392
720575940634207087,0.5435324081350335
720575940634560922,0.01573863795903765
720575940634915691,0.003690291334161033
720575940637308605,0.001773679049431603
720575940637603038,0.017776790600661983
720575940637618142,0.025047859120296643
720575940639118926,0.7648000260836538
720575940639314229,0.13709163032227942
720575940639705077,0.06797056527976443
720575940639789475,0.08445621957078131
720575940640331472,0.01861998031766394
720575940641480949,0.0044533158029362255
720575940642312136,0.011807828970234888
720575940642894628,0.2831114644511559
720575940643347616,0.3063839056427865
720575940644473760,0.034399413888540516
720575940644653348,0.001713611815690381
720575940645047831,0.000946855284132023
720575940645537902,0.0046131696378571944
720575940645556334,0.036206840106583614
720575940646173748,0.06561485981462231
720575940647031860,0.000933759697773068
720575940660269185,0.17320509002785137
720575940603980256,0.015956220349442343
720575940604103084,0.1095885249317022
720575940604729312,0.019720123238911678
720575940606179686,0.012662085882824256
720575940606856405,0.02820658052726768
720575940607378633,0.023362396569767914
720575940607761244,0.38884353618427075
720575940608145026,0.0006050564558321358
720575940609260494,0.016776154260826744
720575940609948514,0.8691903745462484
720575940610091955,0.5334055738600421
720575940610236514,0.00733279073235452
720575940610505006,0.08490023718314418
720575940610872014,0.0394451372391349
720575940611087786,0.005477381174236809
720575940611498419,0.014434574138571408
720575940611610670,0.007953887544851978
720575940611622826,0.06681736419907383
720575940611644529,0.15160765836293538
720575940611654570,0.015415087806366662
720575940611976618,0.03521744902018129
720575940611981029,0.0012623883334902438
720575940612058543,0.33069024952845444
720575940612288947,0.010168934512724949
720575940612373423,0.1468217468121633
720575940612429714,0.004682469232987914
720575940612586151,0.0036704991452244833
720575940612682467,0.0009459611586494367
720575940612698287,0.1153109663362835
720575940613088426,0.01052072951006332
720575940613535554,0.009556154295561408
720575940613636325,0.0015425187268784948
720575940613717138,0.002506167367370521
720575940613915823,0.015180901430892972
720575940614075363,0.001967154994289208
720575940614089726,0.0752572631536096
720575940614187006,0.002564037388131892
720575940614342038,0.010546233760858961
720575940614348438,0.007407581561312289
720575940614384757,0.021672547759023646
720575940614581410,0.01166903566582106
720575940614660263,0.027039044870739402
720575940614759149,0.003479478854882971
720575940615092019,0.04172537404940714
720575940615364564,0.04832578519887862
720575940615453182,0.031385447820672416
720575940615495867,0.13173966384934904
720575940615630237,0.04061874594901284
720575940615659521,0.10202496397228121
720575940615899622,0.021039044581998456
720575940616274619,0.004569536878478432
720575940616401467,0.055714490218858645
720575940616647483,0.027133963755678066
720575940616649845,0.0014490001186812996
720575940616826380,0.00239065462246485
720575940616886301,0.027357445334695554
720575940617245652,0.25697957537801874
720575940617280657,0.08818776288869076
720575940617290043,0.002461851312628213
720575940617295321,0.29921933965914566
720575940617296029,0.01070929899923426
720575940617477022,0.13089910190078458
720575940617663093,0.028388106355249323
720575940618167579,0.033855946607243205
720575940618314897,0.06819507494186001
720575940618427156,0.48807215199347104
720575940618440000,0.07235396218326787
720575940618440943,0.09469120698116544
720575940618594022,0.005918047173602033
720575940618666142,0.009804110071040713
720575940618698411,0.0580366546537095
720575940618876830,0.015821627564205604
720575940619152856,0.0005225705591463247
720575940619191966,0.0031430467102206787
720575940619332944,0.04070474028169555
720575940619928346,0.07490663224677338
720575940620054694,0.1180634984292925
720575940620082512,0.0018911911418001387
720575940620110215,0.006860640143815622
720575940620328828,0.10135224340617885
720575940620468718,0.7535414447684536
720575940620621190,0.07065687775517496
720575940620642940,0.0034516387191899666
720575940620749807,0.011127926916472589
720575940620804566,0.0395147646510591
720575940620823828,0.09661908759521502
720575940620859630,0.0034635188508794186
720575940621002480,0.19374483532649686
720575940621068464,0.0005693853372917034
720575940621071495,0.004797571529275345
720575940621226484,0.0022422784485169878
720575940621246068,0.06367271903847878
720575940621274845,0.022645930418325844
720575940621336852,0.0020189317286806972
720575940621339713,0.06331169485139541
720575940621388453,0.024945811457084705
720575940621401222,0.0804375246345604
720575940621566844,0.035333227448382534
720575940621572890,0.0398240512403691
720575940621586473,0.5775681704871618
720575940621783628,0.13006917997688544
720575940621804159,0.7655746140914574
720575940622123400,0.3568111276972367
720575940622248453,0.011290598200150274
720575940622486644,0.005515590615639794
720575940622537653,0.002990175142397981
720575940622565590,0.004701285444896971
720575940622673860,0.17378773013959561
720575940622728728,0.46111759615299736
720575940622996579,0.11134624335809877
720575940623033532,0.014560980485242504
720575940623122125,0.0012944486204414173
720575940623125628,0.09603683719639443
720575940623193293,0.036534015146583984
720575940623274966,0.03057192153370307
720575940623276168,0.053351636731123045
720575940623446860,0.0553962703537043
720575940623468691,3.880212270136629e-05
720575940623491987,0.012638339952375125
720575940623498876,0.121261499988381
720575940623781127,0.06268487696191935
720575940623786376,0.08894798663121575
720575940623899082,0.23371511115474095
720575940624131913,0.006078742840239362
720575940624280066,0.017842929536593475
720575940624349993,0.05165940424347983
720575940624426680,0.09095144684239223
720575940624459907,0.005390172434615437
720575940624766700,0.08649779673980305
720575940624861072,0.005518156114831807
720575940624882151,0.159360920438224
720575940624967463,0.018585754455814098
720575940625090314,0.04326519125762872
720575940625094325,0.0023042926545767477
720575940625187940,0.23634862342374677
720575940625345584,0.009215035743183598
720575940625353736,0.1261427971248672
720575940625396252,0.042306651239272706
720575940625426469,0.03227729567878969
720575940625467280,0.06410594806297881
720575940625482954,0.006783373634615715
720575940625513360,0.019981231685432456
720575940625558730,0.0014921871092980485
720575940625573322,0.0027464441738920477
720575940626027752,0.01990218425220935
720575940626562833,0.09244707007924771
720575940626745987,0.024575104484051286
720575940626806046,0.03810208716078653
720575940626901136,0.12029164850836242
720575940626936324,0.22640437136630295
720575940627003179,0.015689254866148025
720575940627482114,0.14273701600973443
720575940627490459,0.8748690974421933
720575940627582724,0.004822233617619561
720575940627722234,0.6832763926371478
720575940627799802,0.39097415990555984
720575940627845704,0.01398900922599594
720575940627946261,2.405208056303654e-05
720575940627949589,0.07470235308311933
720575940628132745,0.01689448811539332
720575940628264585,0.0017509613135935768
720575940628387663,0.029631337145011157
720575940628437291,0.04079668861998713
720575940628467830,0.05551252974126249
720575940628858640,0.05886658454793156
720575940628884496,0.013174460870193912
720575940628993871,0.015510767622156524
720575940629041879,0.0019159215959993578
720575940629139968,0.6088048005668678
720575940629155227,0.00984648999665363
720575940629304702,0.0022434652114967156
720575940629421159,0.7075230925699798
720575940629461442,0.051977667505695706
720575940629472298,0.7543717072155302
720575940629477675,0.014049690281485791
720575940629502251,0.0004889565098434527
720575940629586417,0.40893812790559636
720575940629725545,0.14742441201252168
720575940629742718,0.5307105178761191
720575940629757036,0.1729797344507943
720575940629866283,0.007318008028918294
720575940629956695,0.006109813307803477
720575940629965708,0.0416150217544833
720575940630236988,0.26049550532712445
720575940630291767,0.005782002769139049
720575940630297292,0.5716337502647652
720575940630829563,0.0416150217544833
720575940630990533,0.023911967057277533
720575940631061900,0.006032704118228303
720575940631270162,0.014720535716185855
720575940631483695,0.04045729413864016
720575940631705130,0.0024126083717274723
720575940631829059,0.7139857421777368
720575940631925156,0.0029128992539573894
720575940631973207,0.01049385628109997
720575940632037224,0.01892217582634418
720575940632043320,0.9921654772914177
720575940632189900,0.036959683619936456
720575940632296519,0.02658649425125722
720575940632458514,0.06305128396235168
720575940632472850,0.13025119772499225
720575940632499757,0.25840963458302674
720575940632539788,0.006713787992634905
720575940632574946,0.5331892250654348
720575940632626402,0.0077633025381719815
720575940632868051,0.002941927130716218
720575940632934751,0.04320401860877794
720575940633165452,0.06558679356488237
720575940633170643,0.002058887174084368
720575940633488153,0.0010206517138165267
720575940633727339,0.012218259716889545
720575940634428058,0.03828461406191064
720575940634459290,0.0005727396234725101
720575940634903915,0.008099529852006356
720575940635210603,0.3812238431692427
720575940635564896,0.02316580524772588
720575940635587064,0.035928430056689005
720575940635838143,0.37143705379407577
720575940636104767,0.15804312573637563
720575940636454136,0.0009226668565152203
720575940636606554,0.3007260955206271
720575940636651376,0.0006875576846139104
720575940636761926,0.00876927151049408
720575940636898270,0.48266969804237375
720575940637101413,0.002483113799887728
720575940637341668,0.026817785308967255
720575940637424547,0.0617806043230419
720575940637608560,0.17381648950647577
720575940637648485,0.0036123042016349273
720575940637667443,0.021039044581998456
720575940637966424,0.009863125789548456
720575940638019184,0.3920187976591172
720575940638088511,0.02228851647311332
720575940638094911,0.0956424726405546
720575940639088216,0.06053914770623779
720575940639159797,0.0454030083447648
720575940639539840,0.03921021808610634
720575940639726141,0.000878744467551306
720575940640128720,0.0719222904162247
720575940640194493,0.012968260517186688
720575940640589171,0.0003010490392601549
720575940641173632,0.04195800194980919
720575940641305229,0.0011722982434668198
720575940641832333,0.0019034846567293278
720575940642545883,1.0
720575940643487342,0.018170854039215166
720575940643837988,0.008584384519005657
720575940644438551,0.016070650980814633
720575940644494752,0.002239062971123011
720575940644758308,0.00547557435243519
720575940645176264,0.07479710572443803
720575940645258606,0.007244953139235873
720575940649809273,0.5784467040975579
720575940649992569,0.00432609350973338
720575940655587489,0.4309181222610928
720575940656144289,0.01193872116600167
720575940610605614,0.005818320381492009
720575940617035153,0.1751214839737423
720575940626009852,0.20152554496181838
720575940626982181,0.0010113224853265576
720575940628881576,0.005584797274566488
720575940632339425,0.00861466955884855
720575940639353552,0.028364553541726255
720575940641148149,0.00247847845651138
720575940647029044,0.0400601000231813
